type,lat_scaled,lon_scaled,height,standardized_height,pvalue,significant
hot,-2.2054,-0.9698,0.1144,1.0294,0.000000,True
hot,-0.2169,0.7915,0.1088,0.7425,0.000000,True
hot,0.0126,-0.4593,0.1298,1.8227,0.000000,True
hot,0.5097,-0.5869,0.1293,1.8004,0.000000,True
hot,1.1980,0.7404,0.1190,1.2676,0.000000,True
hot,1.8099,1.4041,0.1231,1.4798,0.000000,True
cold,-1.1346,1.1743,0.0739,1.0589,0.000000,True
cold,0.3185,0.4596,0.1005,-0.3120,1.000000,False
