type,lat_scaled,lon_scaled,height,standardized_height,pvalue,significant
hot,-1.1741,-1.1649,-0.0480,0.6639,0.000000,True
cold,-1.1481,0.9062,-0.0888,0.9348,0.000000,True
cold,-0.7072,-0.3102,-0.0796,0.5741,0.000000,True
cold,0.5379,0.7418,-0.0912,1.0286,0.000000,True
cold,0.7454,-0.8361,-0.0876,0.8875,0.000000,True
cold,1.4717,-2.0854,-0.0815,0.6496,0.000000,True
hot,2.0424,-0.3102,-0.0641,0.0328,0.551486,False
hot,0.8492,-0.1458,-0.0725,-0.2987,1.000000,False
hot,0.9011,-1.6909,-0.0718,-0.2697,1.000000,False
