Time (UTC),Latitude,Longitude,Depth (Sonar),Temperature (°C),pH,Depth (m),Conductivity (uS/cm),Dissolved Oxygen Saturation,Dissolved Oxygen Concentration (mg/L),Chlorophyll (ug/L),CDOM (ppb),Turbidity (NTU)
1734467740.0114744,33.4305183,-111.9284453,0.8349999785423279,14.51,9.10,0.04,1544,132.3,12.99,20.90,0.11,
1734467741.0112638,33.4305178,-111.928445,0.9200000166893005,14.51,9.10,0.05,1544,132.3,12.99,20.13,0.20,
1734467742.0142705,33.4305171,-111.9284449,1.1019999980926514,14.51,9.10,0.05,1544,132.3,12.99,21.24,0.17,
1734467743.011404,33.4305138,-111.9284442,4.171999931335449,14.51,9.10,0.05,1544,132.3,12.99,21.37,0.18,
1734467744.011363,33.430508,-111.9284432,4.166999816894531,14.51,9.10,0.05,1544,132.3,12.99,20.56,0.15,
1734467745.0116882,33.4305026,-111.9284419,0.7910000085830688,14.51,9.10,0.05,1544,132.3,12.99,20.88,0.10,
1734467746.0112379,33.4304975,-111.9284405,0.8349999785423279,14.51,9.10,0.05,1544,132.3,12.99,21.46,0.13,
1734467747.0119421,33.4304919,-111.9284386,0.734000027179718,14.51,9.10,0.05,1543,132.3,12.99,22.51,0.13,
1734467748.0112891,33.4304854,-111.9284363,0.675000011920929,14.51,9.10,0.05,1543,132.3,12.99,21.37,0.12,
1734467749.0352325,33.430483,-111.9284345,0.7609999775886536,14.52,9.10,0.05,1543,132.3,12.99,18.87,0.13,
1734467751.0118713,33.4304826,-111.9284342,0.7450000047683716,14.52,9.10,0.06,1543,132.3,12.99,17.39,0.18,
1734467752.0122197,33.4304799,-111.9284331,0.8119999766349792,14.53,9.09,0.06,1543,132.3,12.98,17.58,0.12,
1734467753.0114,33.4304743,-111.9284314,0.875,14.53,9.09,0.06,1543,132.3,12.98,18.04,0.21,
1734467754.0127301,33.4304665,-111.9284305,0.902999997138977,14.53,9.09,0.05,1543,132.3,12.98,17.94,0.20,
1734467755.0110228,33.4304582,-111.9284306,0.9330000281333923,14.53,9.09,0.05,1543,132.3,12.98,18.22,0.17,
1734467756.0111423,33.4304578,-111.9284305,0.9330000281333923,14.53,9.09,0.05,1543,132.3,12.98,18.90,0.08,
1734467757.0146065,33.4304576,-111.9284305,1.003999948501587,14.52,9.09,0.05,1543,132.3,12.98,18.84,0.17,
1734467758.0114183,33.4304369,-111.9284323,1.00600004196167,14.52,9.09,0.05,1543,132.3,12.98,19.31,0.19,
1734467759.0115738,33.4304312,-111.9284326,1.0140000581741333,14.52,9.10,0.05,1543,132.3,12.98,19.75,0.12,
1734467760.0114422,33.4304262,-111.9284329,1.0299999713897705,14.52,9.09,0.05,1543,132.3,12.98,19.10,0.11,
1734467761.014977,33.4304223,-111.9284328,1.0800000429153442,14.52,9.10,0.05,1543,132.3,12.98,18.16,0.19,
1734467762.0156078,33.4304186,-111.9284329,1.1059999465942383,14.52,9.10,0.05,1543,132.3,12.99,19.21,0.13,
1734467763.0119767,33.4304154,-111.9284328,1.1130000352859497,14.52,9.10,0.05,1543,132.3,12.99,19.06,0.17,
1734467764.01114,33.4304126,-111.9284331,1.1619999408721924,14.52,9.10,0.05,1543,132.3,12.99,18.95,0.14,
1734467765.0117013,33.4304098,-111.9284331,1.1759999990463257,14.52,9.10,0.05,1543,132.3,12.99,19.33,0.12,
1734467766.012275,33.4304073,-111.9284329,1.1610000133514404,14.52,9.10,0.05,1543,132.3,12.99,19.83,0.13,
1734467767.011994,33.4304052,-111.9284325,1.1779999732971191,14.52,9.10,0.05,1543,132.3,12.99,20.71,0.19,
1734467768.0169508,33.4304032,-111.9284321,1.1920000314712524,14.52,9.10,0.05,1543,132.3,12.99,19.92,0.12,
1734467769.0145614,33.4304013,-111.9284316,1.2230000495910645,14.52,9.10,0.05,1543,132.3,12.99,20.21,0.07,
1734467770.0404603,33.4303999,-111.9284314,1.2289999723434448,14.52,9.10,0.05,1543,132.3,12.99,20.91,0.15,
1734467771.034911,33.4303985,-111.9284312,1.2599999904632568,14.52,9.10,0.05,1543,132.3,12.99,20.07,0.18,
1734467772.0149941,33.4303974,-111.928431,1.253999948501587,14.52,9.10,0.05,1543,132.3,12.99,19.92,0.09,
1734467773.0149949,33.4303957,-111.9284309,1.25600004196167,14.51,9.10,0.05,1544,132.3,12.99,20.19,0.11,
1734467774.0241258,33.4303937,-111.928431,1.253000020980835,14.51,9.10,0.05,1544,132.3,12.99,21.18,0.10,
1734467775.0150151,33.4303921,-111.9284308,1.253999948501587,14.50,9.10,0.05,1544,132.3,12.99,21.07,0.18,
1734467776.014892,33.4303906,-111.9284306,1.2589999437332153,14.50,9.10,0.05,1544,132.3,12.99,21.81,0.12,
1734467777.017929,33.4303891,-111.9284302,1.2710000276565552,14.51,9.10,0.05,1544,132.3,12.99,20.35,0.13,
1734467778.0350888,33.4303875,-111.9284298,1.2920000553131104,14.51,9.10,0.05,1543,132.3,12.99,20.51,0.15,
1734467779.0144439,33.4303874,-111.9284296,1.309000015258789,14.52,9.10,0.05,1543,132.3,12.98,19.74,0.11,
1734467780.036199,33.4303886,-111.92843,1.3270000219345093,14.53,9.10,0.05,1543,132.3,12.98,19.23,0.11,
1734467781.0246055,33.4303904,-111.9284303,1.347000002861023,14.53,9.10,0.05,1543,132.3,12.98,19.14,0.24,
1734467782.0252724,33.4303914,-111.9284284,1.3609999418258667,14.53,9.10,0.05,1543,132.3,12.98,17.71,0.16,
1734467783.024647,33.4303941,-111.9284253,1.3630000352859497,14.54,9.10,0.03,1543,132.3,12.98,17.74,0.12,
1734467784.0234764,33.4303973,-111.9284191,1.3639999628067017,14.55,9.09,0.04,1543,132.3,12.98,15.35,0.17,
1734467785.035233,33.4303984,-111.9284123,1.3760000467300415,14.55,9.09,0.04,1543,132.3,12.98,15.24,0.20,
1734467786.0450838,33.430399,-111.9284066,1.399999976158142,14.55,9.09,0.04,1543,132.3,12.98,16.34,0.17,
1734467787.0245433,33.4304011,-111.9284018,1.4739999771118164,14.55,9.09,0.04,1543,132.3,12.98,16.38,0.18,
1734467788.0242784,33.4304042,-111.9283973,1.5529999732971191,14.54,9.09,0.04,1543,132.3,12.98,16.32,0.16,
1734467789.0244894,33.4304063,-111.9283953,1.6679999828338623,14.55,9.09,0.03,1543,132.3,12.98,16.73,0.20,
1734467790.0353057,33.4304059,-111.92839,1.7690000534057617,14.56,9.09,0.04,1542,132.3,12.98,16.16,0.17,
1734467791.033963,33.4304068,-111.9283839,1.8209999799728394,14.56,9.09,0.04,1543,132.3,12.98,16.44,0.19,
1734467792.044164,33.4304099,-111.9283784,1.8200000524520874,14.56,9.08,0.04,1543,132.3,12.98,16.03,0.16,
1734467793.1115,33.4304135,-111.9283731,1.784999966621399,14.56,9.09,0.04,1543,132.3,12.98,15.84,0.13,
1734467795.0341594,33.4304201,-111.9283662,1.6410000324249268,14.56,9.09,0.04,1543,132.3,12.98,15.27,0.04,
1734467796.034818,33.4304198,-111.928359,1.6410000324249268,14.57,9.09,0.04,1543,132.3,12.97,14.31,0.17,
1734467797.034386,33.430417,-111.92835,1.4609999656677246,14.57,9.09,0.04,1543,132.3,12.97,14.12,0.14,
1734467798.0346966,33.4304155,-111.9283413,1.4190000295639038,14.57,9.09,0.04,1543,132.3,12.98,13.55,0.12,
1734467799.036928,33.4304166,-111.9283339,1.343999981880188,14.57,9.09,0.04,1543,132.3,12.98,13.45,0.18,
1734467800.1117892,33.4304175,-111.9283259,1.277999997138977,14.57,9.09,0.04,1543,132.3,12.98,11.75,0.16,
1734467801.1116447,33.4304188,-111.9283192,1.2109999656677246,14.58,9.09,0.04,1543,132.3,12.97,11.44,0.08,
1734467802.046473,33.430421,-111.9283134,1.187999963760376,14.57,9.08,0.04,1543,132.3,12.97,11.56,0.11,
1734467803.0468729,33.4304227,-111.9283064,1.2170000076293945,14.55,9.09,0.03,1544,132.3,12.98,10.32,0.16,
1734467804.0477538,33.4304253,-111.9283001,1.3559999465942383,14.55,9.09,0.04,1544,132.4,12.98,10.85,0.15,
1734467805.046967,33.430429,-111.9282945,1.5290000438690186,14.56,9.08,0.04,1543,132.4,12.98,10.50,0.17,
1734467806.0447545,33.4304326,-111.9282892,1.753000020980835,14.56,9.09,0.04,1543,132.4,12.98,10.33,0.21,
1734467807.1177547,33.4304354,-111.9282831,1.968999981880188,14.56,9.09,0.04,1543,132.4,12.98,9.94,0.16,
1734467808.1112514,33.4304362,-111.9282769,2.140000104904175,14.57,9.09,0.04,1543,132.4,12.98,10.12,0.13,
1734467809.0445633,33.4304345,-111.9282693,2.244999885559082,14.56,9.09,0.04,1543,132.4,12.98,10.57,0.11,
1734467810.04349,33.4304325,-111.9282604,2.3550000190734863,14.56,9.09,0.04,1543,132.4,12.98,9.76,0.15,
1734467811.1115432,33.430431,-111.9282507,2.4240000247955322,14.57,9.09,0.04,1543,132.4,12.98,10.79,0.16,
1734467812.1136358,33.4304311,-111.928242,2.4579999446868896,14.58,9.09,0.04,1542,132.4,12.98,10.78,0.14,
1734467813.1122134,33.430434,-111.9282362,2.499000072479248,14.56,9.08,0.04,1543,132.4,12.98,10.46,0.14,
1734467814.112091,33.4304364,-111.9282298,2.5299999713897705,14.56,9.09,0.04,1543,132.4,12.99,9.94,0.13,
1734467815.1110594,33.4304382,-111.9282233,2.5299999713897705,14.56,9.09,0.04,1543,132.4,12.98,11.13,0.10,
1734467816.1114442,33.4304417,-111.9282188,2.5269999504089355,14.56,9.09,0.04,1543,132.4,12.98,11.15,0.11,
1734467817.1112268,33.4304459,-111.9282162,2.5190000534057617,14.56,9.09,0.04,1543,132.4,12.99,10.51,0.10,
1734467818.1116846,33.43045,-111.9282146,2.490999937057495,14.56,9.09,0.04,1543,132.4,12.99,11.23,0.19,
1734467819.1118157,33.4304523,-111.9282146,2.4779999256134033,14.57,9.09,0.04,1543,132.4,12.99,10.84,0.12,
1734467820.1117918,33.4304531,-111.928217,2.4549999237060547,14.58,9.09,0.04,1543,132.4,12.98,9.98,0.11,
1734467821.112115,33.4304532,-111.928219,2.4660000801086426,14.58,9.09,0.04,1543,132.4,12.98,10.06,0.07,
1734467822.1110895,33.4304527,-111.9282205,2.4800000190734863,14.58,9.09,0.04,1543,132.4,12.98,11.14,0.17,
1734467824.1111338,33.4304514,-111.928227,2.5139999389648438,14.58,9.09,0.04,1543,132.4,12.98,11.00,0.18,
1734467825.1113997,33.4304514,-111.9282322,2.5299999713897705,14.58,9.09,0.04,1543,132.4,12.98,10.30,0.10,
1734467826.1116395,33.4304524,-111.9282382,2.5450000762939453,14.58,9.09,0.04,1543,132.4,12.98,10.48,0.11,
1734467827.1114643,33.4304526,-111.928243,2.552999973297119,14.59,9.09,0.04,1543,132.4,12.98,10.19,0.18,
1734467828.1169107,33.430453,-111.9282463,2.556999921798706,14.58,9.09,0.05,1543,132.5,12.98,10.21,0.13,
1734467829.1120214,33.4304539,-111.9282483,2.565000057220459,14.58,9.10,0.05,1543,132.5,12.99,10.45,0.14,
1734467830.1121435,33.4304543,-111.928253,2.5810000896453857,14.58,9.10,0.03,1543,132.5,12.99,10.58,0.12,
1734467831.1111472,33.4304552,-111.9282585,2.5810000896453857,14.57,9.09,0.04,1543,132.5,12.99,9.50,0.14,
1734467832.112281,33.4304575,-111.9282635,2.5940001010894775,14.58,9.09,0.04,1543,132.5,12.99,10.00,0.12,
1734467833.111016,33.4304594,-111.9282668,2.615000009536743,14.58,9.09,0.05,1543,132.5,12.99,10.22,0.16,
1734467834.1113687,33.4304604,-111.928268,2.630000114440918,14.58,9.10,0.05,1543,132.5,12.99,9.89,0.15,
1734467835.1114175,33.4304611,-111.9282687,2.6530001163482666,14.58,9.10,0.05,1543,132.5,12.99,9.99,0.10,
1734467836.1112046,33.4304617,-111.9282688,2.684000015258789,14.58,9.10,0.04,1543,132.5,12.99,10.44,0.17,
1734467837.1118038,33.430462,-111.9282692,2.690999984741211,14.58,9.10,0.05,1543,132.6,13.00,10.09,0.14,
1734467838.1123881,33.430463,-111.928271,2.7019999027252197,14.57,9.10,0.04,1543,132.6,13.00,9.77,0.14,
1734467839.1114178,33.4304633,-111.9282736,2.7190001010894775,14.57,9.10,0.05,1544,132.6,13.00,10.33,0.16,
1734467840.1126194,33.4304629,-111.9282766,2.7190001010894775,14.57,9.10,0.04,1544,132.6,13.00,10.17,0.14,
1734467841.1119218,33.430462,-111.9282797,2.740000009536743,14.58,9.10,0.04,1543,132.6,13.00,10.94,0.13,
1734467842.1117125,33.430461,-111.9282839,2.7190001010894775,14.58,9.10,0.04,1543,132.6,13.00,10.22,0.15,
1734467843.112187,33.4304593,-111.9282901,2.7100000381469727,14.58,9.10,0.04,1543,132.6,13.00,9.78,0.13,
1734467844.1138363,33.4304566,-111.9282964,2.691999912261963,14.58,9.09,0.03,1543,132.6,13.00,10.53,0.12,
1734467845.1116645,33.4304533,-111.9283016,2.6589999198913574,14.59,9.09,0.03,1543,132.6,13.00,10.51,0.19,
1734467846.1126575,33.4304508,-111.9283049,2.640000104904175,14.59,9.09,0.05,1543,132.6,13.00,10.08,0.14,
1734467847.1111982,33.4304474,-111.9283094,2.628999948501587,14.59,9.09,0.02,1543,132.6,13.00,9.97,0.16,
1734467848.1113107,33.4304432,-111.928315,2.625999927520752,14.59,9.09,0.03,1543,132.6,13.00,11.55,0.18,
1734467849.1114893,33.4304388,-111.9283212,2.628000020980835,14.59,9.09,0.03,1543,132.7,13.00,10.55,0.08,
1734467850.1111293,33.4304345,-111.9283273,2.6600000858306885,14.59,9.09,0.03,1543,132.7,13.00,10.28,0.13,
1734467851.111321,33.4304301,-111.9283325,2.6689999103546143,14.60,9.09,0.04,1543,132.7,13.00,9.86,0.12,
1734467852.1118078,33.4304254,-111.9283372,2.635999917984009,14.59,9.09,0.04,1543,132.7,13.00,9.69,0.10,
1734467853.1118126,33.4304222,-111.9283425,2.625,14.60,9.09,0.04,1543,132.7,13.00,9.94,0.08,
1734467854.1115282,33.4304204,-111.928349,2.615000009536743,14.61,9.09,0.04,1543,132.7,13.00,10.93,0.08,
1734467855.1138346,33.4304189,-111.9283561,2.6040000915527344,14.61,9.09,0.04,1543,132.7,13.00,10.39,0.15,
1734467856.1115844,33.4304165,-111.9283634,2.559999942779541,14.61,9.09,0.04,1543,132.7,13.00,9.79,0.09,
1734467857.1110315,33.430413,-111.928371,2.509999990463257,14.61,9.09,0.03,1543,132.7,13.00,10.85,0.15,
1734467858.1114597,33.4304092,-111.9283782,2.4690001010894775,14.60,9.09,0.03,1544,132.7,13.00,10.67,0.11,
1734467859.1112082,33.4304047,-111.9283853,2.4159998893737793,14.59,9.09,0.03,1544,132.7,13.00,9.91,0.07,
1734467860.1112845,33.4303999,-111.9283915,2.36299991607666,14.58,9.09,0.04,1544,132.7,13.01,11.49,0.14,
1734467861.11165,33.430395,-111.928397,2.316999912261963,14.58,9.09,0.03,1544,132.7,13.01,9.85,0.15,
1734467862.112011,33.4303899,-111.9284012,2.2960000038146973,14.58,9.09,0.03,1543,132.7,13.01,11.29,0.13,
1734467863.1118367,33.4303848,-111.9284049,2.2899999618530273,14.59,9.08,0.03,1543,132.7,13.01,11.57,0.16,
1734467864.1115456,33.4303802,-111.9284081,2.2880001068115234,14.58,9.09,0.04,1544,132.8,13.02,10.34,0.14,
1734467865.111752,33.430375,-111.9284104,2.2890000343322754,14.54,9.09,0.03,1545,132.8,13.02,10.60,0.20,
1734467866.1110694,33.4303704,-111.9284113,2.2769999504089355,14.53,9.09,0.04,1544,132.8,13.03,11.38,0.09,
1734467867.1110785,33.4303663,-111.928411,1.9470000267028809,14.49,9.09,0.05,1545,132.8,13.04,14.05,0.12,
1734467868.112346,33.4303641,-111.9284105,1.7760000228881836,14.41,9.10,0.05,1545,132.8,13.06,13.66,0.18,
1734467869.1113482,33.4303625,-111.9284104,1.7430000305175781,14.42,9.10,0.05,1542,132.8,13.06,12.96,0.13,
1734467870.1114788,33.430362,-111.92841,1.4919999837875366,14.46,9.10,0.05,1539,132.8,13.05,14.31,0.15,
1734467871.1116352,33.4303606,-111.9284092,1.2400000095367432,14.45,9.10,0.05,1540,132.8,13.06,16.94,0.17,
1734467872.1119232,33.4303588,-111.9284088,1.090000033378601,14.44,9.10,0.05,1542,132.8,13.06,16.82,0.07,
1734467873.1139116,33.4303578,-111.9284089,0.9789999723434448,14.45,9.10,0.05,1542,132.8,13.06,17.08,0.15,
1734467874.113492,33.4303577,-111.9284094,0.8759999871253967,14.45,9.10,0.05,1542,132.8,13.06,16.61,0.15,
1734467875.1226397,33.4303585,-111.9284101,0.7990000247955322,14.45,9.10,0.04,1542,132.8,13.06,17.20,0.16,
1734467876.112798,33.4303617,-111.9284099,0.7789999842643738,14.47,9.10,0.05,1542,132.9,13.06,16.97,0.13,
1734467877.1128402,33.4303643,-111.9284102,1.0529999732971191,14.47,9.10,0.06,1542,132.9,13.06,18.08,0.12,
1734467878.1130161,33.4303654,-111.9284102,1.1369999647140503,14.47,9.10,0.05,1542,132.9,13.05,17.99,0.11,
1734467879.1132715,33.4303653,-111.9284102,1.1710000038146973,14.48,9.10,0.05,1542,132.9,13.06,18.51,0.15,
1734467880.1166637,33.4303647,-111.9284099,1.4179999828338623,14.48,9.10,0.05,1542,132.9,13.06,18.67,0.18,
1734467881.1237352,33.4303639,-111.9284096,1.531000018119812,14.48,9.10,0.05,1542,132.9,13.06,18.88,0.11,
1734467882.125524,33.4303626,-111.9284085,1.7979999780654907,14.48,9.10,0.05,1542,132.9,13.05,18.95,0.12,
1734467883.1142213,33.4303623,-111.928406,2.002000093460083,14.47,9.10,0.06,1542,132.9,13.06,18.37,0.15,
1734467884.1138506,33.4303617,-111.928403,1.1200000047683716,14.45,9.10,0.05,1543,132.9,13.06,17.62,0.14,
1734467885.122441,33.4303613,-111.9284004,0.7739999890327454,14.44,9.10,0.05,1543,132.9,13.07,17.28,0.20,
1734467886.1226237,33.430361,-111.9284014,0.8140000104904175,14.44,9.10,0.04,1543,132.9,13.07,17.18,0.15,
