type,lat_scaled,lon_scaled,height,standardized_height,pvalue,significant
cold,-1.1153,-0.8563,0.0395,0.7631,0.000000,True
cold,-0.6548,1.1402,0.0374,0.8922,0.000000,True
cold,-0.0409,-1.7880,0.0242,1.7034,0.000000,True
cold,1.0334,-0.7498,0.0398,0.7441,0.000000,True
cold,1.2482,0.1819,0.0399,0.7361,0.000000,True
cold,1.4324,1.3266,0.0384,0.8285,0.000000,True
hot,0.1432,0.4747,0.0417,-0.6277,1.000000,False
hot,0.2046,-0.7498,0.0425,-0.5791,1.000000,False
