type,lat_scaled,lon_scaled,height,standardized_height,pvalue,significant
cold,0.7264,-0.8829,129.4664,0.5990,0.780844,False
hot,2.1998,-0.8297,158.1540,3.0661,0.829825,False
hot,1.0641,-0.4570,138.2210,0.5194,0.852257,False
cold,0.4809,-1.8679,123.8802,1.3127,0.858377,False
cold,1.3096,-0.9894,125.7451,1.0745,0.882488,False
cold,-2.1896,-1.0426,127.9301,0.7953,0.887342,False
cold,-0.3786,-0.7498,128.9923,0.6596,0.903624,False
hot,1.8314,1.3798,137.8819,0.4761,0.907138,False
hot,0.2660,-1.0959,133.9050,-0.0320,0.913434,False
hot,-2.1896,1.0071,137.6282,0.4437,0.917854,False
cold,-1.3915,1.3798,132.0448,0.2696,0.929458,False
cold,-0.9004,-1.4419,127.4068,0.8622,0.930884,False
hot,-0.9004,-0.6966,130.9993,-0.4032,0.933114,False
hot,-1.3608,0.2085,132.9394,-0.1553,0.939340,False
hot,1.3096,1.0071,137.6313,0.4441,0.942683,False
hot,0.4195,0.3416,135.3957,0.1585,0.964571,False
hot,-1.0232,1.0870,133.4940,-0.0845,0.975611,False
