type,lat_scaled,lon_scaled,height,standardized_height,pvalue,significant
hot,1.2175,-0.1908,12.7494,1.2830,0.000000,True
hot,1.6166,1.1669,12.8679,1.7895,0.000000,True
hot,2.1077,-1.2822,12.7954,1.4799,0.000000,True
hot,2.1384,0.0754,12.8518,1.7208,0.000000,True
cold,-2.1282,-0.9628,12.1775,1.1615,0.000000,True
cold,0.1125,-1.8679,11.7723,2.8935,0.000000,True
cold,1.1868,-1.1225,12.0937,1.5196,0.000000,True
hot,0.1432,0.5812,12.6688,0.9386,0.000720,True
hot,0.2046,1.1935,12.6654,0.9241,0.001283,True
cold,-1.5757,1.4331,12.3444,0.4480,0.229075,False
hot,0.2967,-0.9628,12.4541,0.0209,0.928952,False
cold,0.4809,0.9273,12.6492,-0.8550,1.000000,False
cold,1.4324,0.2884,12.6691,-0.9400,1.000000,False
